"Key","english",,"german","latam","french","italian","japanese","koreana","polish","brazilian","russian","turkish","schinese","tchinese"
"schematicsscarh","[BB00FF]SCAR-H[-] Schematic",,,,,,,,,,,,,"[BB00FF]SCAR-H[-] 原理圖"
"schematicshk417","[BB00FF]HK417[-] Schematic",,,,,,,,,,,,,"[BB00FF]HK417[-] 原理圖"
"schematicshkg28","[BB00FF]G28[-] Schematic",,,,,,,,,,,,,"[BB00FF]G28[-] 原理圖"
"schematicsm14sass","[FFD700]M14 SASS[-] Schematic",,,,,,,,,,,,,"[FFD700]M14 SASS[-]原理圖"
"schematicsak107","[BB00FF]AK-107[-] Schematic",,,,,,,,,,,,,"[BB00FF]AK-107[-] 原理圖"
"schematicsm700","[09FF00]M700[-] Schematic",,,,,,,,,,,,,"[09FF00]M700[-] 原理圖"
"schematicsdvl10","[004CFF]DVL-10 'Saboteur'[-] Schematic",,,,,,,,,,,,,"[004CFF]DVL-10「破壞者」[-] 原理圖"
"schematicst5000","[004CFF]T-5000[-] Schematic",,,,,,,,,,,,,"[004CFF]T-5000[-] 原理圖"
"schematicsFALsa58dmr","[004CFF]FN FAL[-] Schematic",,,,,,,,,,,,,"[004CFF]FN FAL[-] 原理圖"
"schematicsm1aEBR","[004CFF]M1A EBR[-] Schematic",,,,,,,,,,,,,"[004CFF]M1A EBR[-] 原理圖"
"schematicsrfb","[004CFF]RFB[-] Schematic",,,,,,,,,,,,,"[004CFF]RFB[-] 原理圖"
"schematicssr25","[BB00FF]SR-25[-] Schematic",,,,,,,,,,,,,"[BB00FF]SR-25[-] 原理圖"
"schematicsrsass","[BB00FF]RSASS[-] Schematic",,,,,,,,,,,,,"[BB00FF]RSASS[-] 原理圖"
"schematicsFALsa58br","[004CFF]FN FAL[-] Schematic",,,,,,,,,,,,,"[004CFF]FN FAL[-] 原理圖"
"schematicsmcxspear","[FFD700]SIG MCX Spear[-] Schematic",,,,,,,,,,,,,"[FFD700]SIG MCX 長矛[-] 原理圖"
"schematicssv98","[004CFF]SV-98[-] Schematic",,,,,,,,,,,,,"[004CFF]SV-98[-] 原理圖"
"schematicssvd","[004CFF]SVDS 'Dragunow'[-] Schematic",,,,,,,,,,,,,"[004CFF]SVDS「德拉古諾夫」[-]原理圖"
"schematicsm60e6","[FFD700]M60E6[-] Schematic",,,,,,,,,,,,,"[FFD700]M60E6[-] 原理圖"
"schematics9a91","[09FF00]9A-91[-] Schematic",,,,,,,,,,,,,"[09FF00]9A-91[-] 原理圖"
"schematicsasval","[BB00FF]AS VAL[-] Schematic",,,,,,,,,,,,,"[BB00FF]AS VAL[-] 原理圖"
"schematicsvss","[004CFF]VSS Vintorez[-] Schematic",,,,,,,,,,,,,"[004CFF]VSS Vintorez[-] 原理圖"
"schematicsaxmc","[BB00FF]AXMC[-] Schematic",,,,,,,,,,,,,"[BB00FF]AXMC[-] 原理圖"
"schematicsswordmk18","[FFD700]Mk-18[-] Schematic",,,,,,,,,,,,,"[FFD700]Mk-18[-] 原理圖"
"schematicsfn40gl","[09FF00]FN40GL[-] Schematic",,,,,,,,,,,,,"[09FF00]FN40GL[-] 原理圖"
"schematicschinalake","[004CFF]China Lake[-] Schematic",,,,,,,,,,,,,"[004CFF]China Lake[-] 原理圖"
"schematicsm32a1mgl","[BB00FF]M32A1[-] Schematic",,,,,,,,,,,,,"[BB00FF]M32A1[-] 原理圖"
"schematicsrpg7","[FFD700]RPG-7V2[-] Schematic",,,,,,,,,,,,,"[FFD700]RPG-7V2[-] 原理圖"
"schematicsbipodrailRexana","[BB00FF]BT10 V8 Atlas Bipod[-] Schematic",,,,,,,,,,,,,"[BB00FF]BT10 V8 Atlas 兩腳架[-] 原理圖"
"schematicsgriphksturmgriff","[09FF00]HK Sturmgriff[-] Schematic",,,,,,,,,,,,,"[09FF00]HK Sturmgriff[-] 原理圖"
"schematicsgripmagpulrvg","[004CFF]Magpul RVG[-] Schematic",,,,,,,,,,,,,"[004CFF]Magpul RVG[-] 原理圖"
"schematicsgripzenitrk1","[BB00FF]Zenit RK-1 VG[-] Schematic",,,,,,,,,,,,,"[BB00FF]Zenit RK-1 VG[-] 原理圖"
"schematicsgripzenitb25urk1","[BB00FF]Zenit RK-1 (B-25U)[-] Schematic",,,,,,,,,,,,,"[BB00FF]Zenit RK-1 (B-25U)[-] 原理圖"
"schematicsscopePU3_5x","[09FF00]PU 3.5x Scope[-] Schematic",,,,,,,,,,,,,"[09FF00]PU 3.5倍瞄準鏡[-] 原理圖"
"schematicsscopeaimpointAcroP1","[09FF00]Aimpoint ACRO P-1 Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]Aimpoint ACRO P-1 反射式瞄準鏡[-] 原理圖"
"schematicsscopeaimpointMicroH2","[09FF00]Aimpoint Micro H2 Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]Aimpoint Micro H2 反射式瞄準鏡瞄準鏡[-] 原理圖"
"schematicsscopeaimpointMicroT1","[09FF00]Aimpoint Micro T1 Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]Aimpoint Micro T1 反射瞄準鏡[-] 原理圖"
"schematicsscopeBelOMOpk06","[09FF00]BelOMO PK-06 Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]BelOMO PK-06 反射瞄準鏡[-] 原理圖"
"schematicsscopeburrisfastfire","[09FF00]Burris Fastfire Reflex 3 Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]Burris Fastfire Reflex 3 瞄準鏡[-] 原理圖"
"schematicsscopeSIGromeo4","[09FF00]SIG SAUER ROMEO 4 Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]SIG SAUER ROMEO 4 反射瞄準鏡[-] 原理圖"
"schematicsscopeRMR","[09FF00]Trijicon RMR Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]Trijicon RMR 反射瞄準鏡[-] 原理圖"
"schematicsscopeleupolddeltapoint","[09FF00]Leupold DeltaPoint Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]Leupold DeltaPoint 反射瞄準鏡[-] 原理圖"
"schematicsscopeAimPointCompM4","[09FF00]AimPoint CompM4 Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]AimPoint CompM4 反射瞄準鏡[-] 原理圖"
"schematicsscopeAimPointPro","[09FF00]AimPoint PRO Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]AimPoint PRO 反射瞄準鏡[-] 原理圖"
"schematicsscopeaksionEKP818","[09FF00]Aksion Kobra EKP-8-18 Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]Aksion Kobra EKP-8-18 反射瞄準鏡[-]原理圖"
"schematicsscopeaksionEKP1s03","[09FF00]Aksion Kobra EKP-1S-03 Reflex Sight Dovetail[-] Schematic",,,,,,,,,,,,,"[09FF00]Aksion Kobra EKP-1S-03 反射式瞄準鏡燕尾槽[-] 原理圖"
"schematicsscopeaksionEKP802","[09FF00]Aksion Kobra EKP-8-02 Reflex Sight Dovetail[-] Schematic",,,,,,,,,,,,,"[09FF00]Aksion Kobra EKP-8-02 反射式瞄準鏡燕尾槽[-] 原理圖"
"schematicsscopeBelOMOdovetailPKAA","[09FF00]BelOMO PK-AA Reflex Sight Dovetail[-] Schematic",,,,,,,,,,,,,"[09FF00]BelOMO PK-AA 反射式瞄準鏡燕尾槽[-] 原理圖"
"schematicsscopeElcanSpecterHCO","[09FF00]Elcan Specter HCO Holographic Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]Elcan Specter HCO 全像瞄準鏡[-] 原理圖"
"schematicsscopeLeapersUTG","[09FF00]Leapers UTG Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]Leapers UTG 反射式瞄準鏡[-] 原理圖"
"schematicsscopeNPZPK1","[09FF00]NPZ PK-1 Obzor Reflex Sight Dovetail[-] Schematic",,,,,,,,,,,,,"[09FF00]NPZ PK-1 Obzor 反射式瞄準鏡燕尾槽[-] 原理圖"
"schematicsscopeOKP7dovetail","[09FF00]OKP-7 Reflex Sight Dovetail[-] Schematic",,,,,,,,,,,,,"[09FF00]OKP-7 反射式瞄準鏡燕尾槽[-] 原理圖"
"schematicsscopeSIGRomeo8T","[09FF00]SIG Sauer ROMEO8T Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]SIG Sauer ROMEO8T 反射式瞄準鏡[-] 原理圖"
"schematicsscopeSRS02","[09FF00]Trijicon SRS 02 Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]Trijicon SRS 02 反射式瞄準鏡[-] 原理圖"
"schematicsscopeValdayKrechet","[09FF00]Valday Krechet Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]Valday Krechet 反射式瞄準鏡[-] 原理圖"
"schematicsscopeValdayPK120","[09FF00]Valday PK-120 Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]Valday PK-120 反射式瞄準鏡[-] 原理圖"
"schematicsscopeVOMZPiladP1","[09FF00]VOMZ Pilad P1x42 Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]VOMZ Pilad P1x42 反射式瞄準鏡[-] 原理圖"
"schematicsscopeVortexRazorAMGUH1","[09FF00]Vortex Razor AMG UH-1 Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]Vortex Razor AMG UH-1 反射式瞄準鏡[-] 原理圖"
"schematicsscopewalthermrsreflex","[09FF00]Walther MRS Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]Walther MRS 反射式瞄準鏡[-] 原理圖"
"schematicsscopeWilcoxBossXeHP","[09FF00]Wilcox BOSS Xe Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]Wilcox BOSS Xe 反射式瞄準鏡[-] 原理圖"
"schematicsscopeokp7reflex","[09FF00]OKP-7 Reflex Sight[-] Schematic",,,,,,,,,,,,,"[09FF00]OKP-7 反射式瞄準鏡[-] 原理圖"
"schematicsscopeEOTech553holo","[09FF00]EOTech 553[-] Schematic",,,,,,,,,,,,,"[09FF00]EOTech 553[-] 原理圖"
"schematicsscopeFNP90ringreflex","[004CFF]P90 Ring Reflex Sight[-] Schematic",,,,,,,,,,,,,"[004CFF]P90 環形反射瞄準鏡[-] 原理圖"
"schematicsscopeElcanSpecterDR","[004CFF]ELCAN SpecterDR 1x/4x Scope[-] Schematic",,,,,,,,,,,,,"[004CFF]ELCAN SpecterDR 1x/4x 瞄準鏡[-] 原理圖"
"schematicsscopeKibaArmsPrism","[09FF00]Primary Arms Compact Prism 2.5x[-] Schematic",,,,,,,,,,,,,"[09FF00]Primary Arms 緊湊型棱鏡 2.5x[-] 原理圖"
"schematicsscopeNPZ1p78","[09FF00]NPZ 1P78-1 2.8x Scope Dovetail[-] Schematic",,,,,,,,,,,,,"[09FF00]NPZ 1P78-1 2.8x 瞄準鏡燕尾槽[-] 原理圖"
"schematicsscopeNPZ1p29","[09FF00]NPZ USP-1 'Tyulpan' 4x Scope Dovetail[-] Schematic",,,,,,,,,,,,,"[09FF00]NPZ USP-1 'Tyulpan' 4x 瞄準鏡燕尾槽[-] 原理圖"
"schematicsscopeBelOMOPSO1M2","[09FF00]BelOMO PSO-1M2-1 4x24 Scope Dovetail[-] Schematic",,,,,,,,,,,,,"[09FF00]BelOMO PSO-1M2-1 4x24 瞄準鏡燕尾槽[-] 原理圖"
"schematicsscopemonstrumcompact","[09FF00]Monstrum Compact Scope[-] Schematic",,,,,,,,,,,,,"[09FF00]Monstrum 緊湊型瞄準鏡[-] 原理圖"
"schematicsscopeSwampFoxPrism","[09FF00]SwampFox Trihawk Prism 3x30 Scope[-] Schematic",,,,,,,,,,,,,"[09FF00]SwampFox Trihawk 棱鏡 3x30 瞄準鏡[-] 原理圖"
"schematicsscopeeotechhhshybrid","[004CFF]EOTech HHS Hybrid Sight[-] Schematic",,,,,,,,,,,,,"[004CFF]EOTech HHS 混合瞄準鏡[-]原理圖"
"schematicsscopeacogta01NSN4x32","[004CFF]Trijicon ACOG TA01NSN 4x32 Scope[-] Schematic",,,,,,,,,,,,,"[004CFF]Trijicon ACOG TA01NSN 4x32 瞄準鏡[-] 原理圖"
"schematicsscopeacogta11D35x","[004CFF]Trijicon ACOG TA11D 3.5x35 Scope[-] Schematic",,,,,,,,,,,,,"[004CFF]Trijicon ACOG TA11D 3.5x35 瞄準鏡[-] 原理圖"
"schematicsscopeLeupoldMark4Hamr","[004CFF]Leupold Mark 4 HAMR 4x24 Hybrid Scope[-] Schematic",,,,,,,,,,,,,"[004CFF]Leupold Mark 4 HAMR 4x24 混合瞄準鏡[-] 原理圖"
"schematicsscopeSIGBravo4","[004CFF]SIG Sauer BRAVO4 4x30 Scope[-] Schematic",,,,,,,,,,,,,"[004CFF]SIG Sauer BRAVO4 4x30 瞄準鏡[-] 原理圖"
"schematicsscopeValdayPS320","[004CFF]Valday PS-320 1/6x Scope[-] Schematic",,,,,,,,,,,,,"[004CFF]Valday PS-320 1/6x 瞄準鏡[-] 原理圖"
"schematicsscopeSBPMII18x2430mm","[004CFF]Schmidt & Bender PM II 1-8x24 Scope[-] Schematic",,,,,,,,,,,,,"[004CFF]Schmidt & Bender PM II 1-8x24 瞄準鏡[-] 原理圖"
"schematicsscopeSBPMII320x5034mm","[004CFF]Schmid & Bender PM II 3-20x50 Scope[-] Schematic",,,,,,,,,,,,,"[004CFF]Schmid & Bender PM II 3-20x50 瞄準鏡[-] 原理圖"
"schematicsscopeSBPMII525x5634mm","[004CFF]Schmidt & Bender PM II 5-25x56 Scope[-] Schematic",,,,,,,,,,,,,"[004CFF]Schmidt & Bender PM II 5-25x56 瞄準鏡[-] 原理圖"
"schematicsscopeBFTac3014x2430mm","[004CFF]Burris Fullfield TAC30 1-4x24 Scope[-] Schematic",,,,,,,,,,,,,"[004CFF]Burris Fullfield TAC30 1-4x24 瞄準鏡[-] 原理圖"
"schematicsscopeEOTVudu16x2430mm","[004CFF]EOTech Vudu 1-6x24 Scope[-] Schematic",,,,,,,,,,,,,"[004CFF]EOTech Vudu 1-6x24 瞄準鏡[-] 原理圖"
"schematicsscopeLeupoldMark4LR30mm","[004CFF]Leupold Mark4 LR 6.5-20x50 Scope[-] Schematic",,,,,,,,,,,,,"[004CFF]Leupold Mark4 LR 6.5-20x50 瞄準鏡[-] 原理圖"
"schematicsscopeMarchTactical30mm","[004CFF]March Tactical 3-24x42 Scope[-] Schematic",,,,,,,,,,,,,"[004CFF]March Tactical 3-24x42 瞄準鏡[-] 原理圖"
"schematicsscopeSIGTango6T16x2430mm","[004CFF]SIG Sauer TANGO6T 1-6x24 Scope[-] Schematic",,,,,,,,,,,,,"[004CFF]SIG Sauer TANGO6T 1-6x24 瞄準鏡[-] 原理圖"
"schematicsscopeRazorHDGen216x2430mm","[004CFF]Vortex Razor HD Gen.2 1-6x24 Scope[-] Schematic",,,,,,,,,,,,,"[004CFF]Vortex Razor HD Gen.2 1-6x24 瞄準鏡[-] 原理圖"
"schematicsscopeNFATACR735x5634mm","[004CFF]Nightforce ATACR 7-35x56 Scope[-] Schematic",,,,,,,,,,,,,"[004CFF]Nightforce ATACR 7-35x56 瞄準鏡[-] 原理圖"
"schematicsscopeHensoldtFF416x5634mm","[004CFF]Hensoldt FF 4-16x56 Scope[-] Schematic",,,,,,,,,,,,,"[004CFF]Hensoldt FF 4-16x56 瞄準鏡[-] 原理圖"
"schematicsscopeNCStarADO","[004CFF]NcSTAR ADO P4 3-9x42 Hybrid Scope[-] Schematic",,,,,,,,,,,,,"[004CFF]NcSTAR ADO P4 3-9x42 混合瞄準鏡[-] 原理圖"
"schematicsscopeKMZ1p69Weaver","[004CFF]KMZ 1P69 3-10x Scope Weaver[-] Schematic",,,,,,,,,,,,,"[004CFF]KMZ 1P69 3-10x 韋弗瞄準鏡[-] 原理圖"
"schematicsscopeKMZ1p69Dovetail","[004CFF]KMZ 1P69 3-10x Scope Dovetail[-] Schematic",,,,,,,,,,,,,"[004CFF]KMZ 1P69 3-10x 燕尾槽瞄準鏡[-] 原理圖"
"schematicsmagppsh41drum71","PPSh-41 71-Round Drum Magazine Schematic",,,,,,,,,,,,,"PPSh-41 71發彈鼓原理圖"
"schematicsmagttcustomdrum75","TT-33 75-Round Drum Magazine Schematic",,,,,,,,,,,,,"TT-33 75發彈鼓原理圖"
"schematicsmagpmmakeshiftdrum84","PM/PB 84-Round Drum Magazine Schematic",,,,,,,,,,,,,"PM/PB 84發彈鼓原理圖"
"schematicsmagpp9extended30","PP-9 30-Round Magazine Schematic",,,,,,,,,,,,,"PP-9 30發彈鼓原理圖"
"schematicsmagpp9snaildrum90","PP-9 90-Round Drum Magazine Schematic",,,,,,,,,,,,,"PP-9 90發彈鼓原理圖"
"schematicsmagpp19vityazdrum50","[004CFF]Vityaz 50-Round Drum Magazine[-] Schematic",,,,,,,,,,,,,"[004CFF]Vityaz 50發彈鼓[-] 原理圖"
"schematicsmagsr2mtape60","[004CFF]SR-2M 60-Round Taped Magazine[-] Schematic",,,,,,,,,,,,,"[004CFF]SR-2M 60發彈鼓彈匣[-] 原理圖"
"schematicsmaguzi50std","[004CFF]UZI 50-Round Magazine[-] Schematic",,,,,,,,,,,,,"[004CFF]UZI 50發彈匣[-] 原理圖"
"schematicsmagmp5std30","MP5 30-Round Magazine Schematic",,,,,,,,,,,,,"MP5 30發彈匣原理圖"
"schematicsmagmp5xproductdrum50","[004CFF]MP5 50-Round Drum Magazine[-] Schematic",,,,,,,,,,,,,"[004CFF]MP5 50發彈鼓[-] 原理圖"
"schematicsmagmp5Cmag100","[BB00FF]MP5 100-Round C-Mag[-] Schematic",,,,,,,,,,,,,"[BB00FF]MP5 100發C型彈匣[-] 原理圖"
"schematicsmagmp9Cmag100","[BB00FF]MP9 100-Round C-Mag[-] Schematic",,,,,,,,,,,,,"[BB00FF]MP9 100發C型彈匣[-] 原理圖"
"schematicsmagglock9x19bigstick33","'Big Stick' Glock 33-Round Magazine (9mm) Schematic",,,,,,,,,,,,,"「Big Stick」Glock 33發彈匣 (9mm ) 原理圖"
"schematicsmagglock9x19sgmtdrum50","[004CFF]Glock 50-Round Drum Magazine (9mm)[-] Schematic",,,,,,,,,,,,,"[004CFF]Glock 50發彈鼓 (9mm )[-] 原理圖"
"schematicsmagglock9x19Cmag100","[BB00FF]Glock 100-Round C-Mag (9mm)[-] Schematic",,,,,,,,,,,,,"[BB00FF]Glock 100發C型彈鼓 (9mm )[-] 原理圖"
"schematicsmagmpxbasepad41","[BB00FF]MPX 41-Round Magazine[-] Schematic",,,,,,,,,,,,,"[BB00FF]MPX 41發彈匣[-] 原理圖"
"schematicsmagmpxf5mfgdrum50","[BB00FF]MPX 50-Round Drum Magazine[-] Schematic",,,,,,,,,,,,,"[BB00FF]MPX 50發彈鼓[-] 原理圖"
"schematicsmagmpxCmag100","[BB00FF]MPX 100-Round C-Mag[-] Schematic",,,,,,,,,,,,,"[BB00FF]MPX 100發C型彈匣[-] 原理圖"
"schematicsmagump45casket60","[004CFF]UMP 60-Round Casket Magazine[-] Schematic",,,,,,,,,,,,,"[004CFF]UMP 60發彈匣[-] 原理圖"
"schematicsmagump45customCmag100","[BB00FF]UMP 100-Round C-Mag[-] Schematic",,,,,,,,,,,,,"[BB00FF]UMP 100發C型彈匣[-] 原理圖"
"schematicsmagthompsondrum100","[BB00FF]Thompson 100-Round Drum Magazine[-] Schematic",,,,,,,,,,,,,"[BB00FF]湯普森100發彈鼓[-] 原理圖"
"schematicsmagglock45drum60","[BB00FF]Glock 60-Round Drum Magazine (.45acp)[-] Schematic",,,,,,,,,,,,,"[BB00FF]Glock60發彈鼓 (.45acp)[-] 原理圖"
"schematicsmagglock45Cmag100","[BB00FF]Glock 100-Round C-Mag (.45acp)[-] Schematic",,,,,,,,,,,,,"[BB00FF]Glock100發C型彈匣 (.45acp)[-] 原理圖"
"schematicsmagmp7std40","[004CFF]MP7 40-Round Standard Magazine[-] Schematic",,,,,,,,,,,,,"[004CFF]MP7 40發標準彈匣[-] 原理圖"
"schematicsmagmp7box70","[BB00FF]MP7 70-Round Box Magazine[-] Schematic",,,,,,,,,,,,,"[BB00FF]MP7 70發盒式彈匣[-] 原理圖"
"schematicsmagP90ZakuPlate","[BB00FF]P90 'Zaku' 100-Round Plate Magazine[-] Schematic",,,,,,,,,,,,,"[BB00FF]P90「札古」100發板式彈匣[-]原理圖"
"schematicsmagak74std30","[09FF00]AK-74 30-Round Magazine[-] Schematic",,,,,,,,,,,,,"[09FF00]AK-74 30發彈匣[-] 原理圖"
"schematicsmagAK74extended45","[004CFF]AK-74 45-Round Magazine[-] Schematic",,,,,,,,,,,,,"[004CFF]AK-74 45發彈匣[-] 原理圖"
"schematicsmagAK74_6L31_60","[BB00FF]AK-74 6L31 60-Round Magazine[-] Schematic",,,,,,,,,,,,,"[BB00FF]AK-74 6L31 60發彈匣[-] 原理圖"
"schematicsmagRPK16drum95","[FFD700]RPK-16 95-Round Drum Magazine[-] Schematic",,,,,,,,,,,,,"[FFD700]RPK-16 95發彈鼓[-] 原理圖"
"schematicsmagSKSextended35","[09FF00]SKS 35-Round Magazine[-] Schematic",,,,,,,,,,,,,"[09FF00]SKS 35發彈匣[-] 原理圖"
"schematicsmagSKSdrum75","[BB00FF]SKS 75-Round Drum Magazine[-] Schematic",,,,,,,,,,,,,"[BB00FF]SKS 75發彈鼓[-] 原理圖"
"schematicsmagakmstd30","[09FF00]AK-47 30-Round Magazine[-] Schematic",,,,,,,,,,,,,"[09FF00]AK-47 30發彈匣[-] 原理圖"
"schematicsmagAK762extended40","[004CFF]AK-47 40-Round Magazine[-] Schematic",,,,,,,,,,,,,"[004CFF]AK-47 40發彈匣[-] 原理圖"
"schematicsmagAK762molotdrum75","[BB00FF]AK-47 Molot 75-Round Drum Magazine[-] Schematic",,,,,,,,,,,,,"[BB00FF]AK-47 Molot 75發彈鼓[-]原理圖"
"schematicsmagAK762steeldrum100","[FFD700]AK-47 100-Round Magazine[-] Schematic",,,,,,,,,,,,,"[FFD700]AK-47 100發彈匣[-] 原理圖"
"schematicsmag762x39RPDBox200","[FFD700]RPD 200-Round Box Magazine[-] Schematic",,,,,,,,,,,,,"[FFD700]RPD 200發盒式彈匣[-] 原理圖"
"schematicsmag762NATOjunglefighter35","[004CFF]Jungle Fighter 35-Round Magazine (7.62×51)[-] Schematic",,,,,,,,,,,,,"[004CFF]叢林鬥士 35發彈匣 (7.62/51)[-] 原理圖"
"schematicsmagSA58FAL30","[004CFF]SA58/FAL/SLR 30-Round Magazine (7.62×51)[-] Schematic",,,,,,,,,,,,,"[004CFF]SA58/FAL/SLR 30發彈匣 (7.62/51)[-] 原理圖"
"schematicsmagSA58FALXproduct50","[BB00FF]SA58/FAL X-FAL 50-Round Drum Magazine (7.62×51)[-] Schematic",,,,,,,,,,,,,"[BB00FF]SA58/FAL X-FAL 50發彈鼓 (7.62/51)[-] 原理圖"
"schematicsmag762NATOM14xproduct50","[BB00FF]M14 X-14 50-Round Drum Magazine (7.62×51)[-] Schematic",,,,,,,,,,,,,"[BB00FF]M14 X-14 50發彈鼓 (7.62/51)[-] 原理圖"
"schematicsmag762NATOX25drum50","[BB00FF]AR-10 X-25 50-Round Drum Magazine (7.62×51)[-] Schematic",,,,,,,,,,,,,"[BB00FF]AR-10 X-25 50發彈鼓 (7.62/51)[-]原理圖"
"schematicsmag762NATOCmag100","[FFD700]100-Round C-Mag (7.62×51)[-] Schematic",,,,,,,,,,,,,"[FFD700]100發C-Mag彈匣 (7.62/51)[-] 原理圖"
"schematicsmagM60TriBoxWelded250","[FFD700]M60 250-Round Welded TriBox Magazine[-] Schematic",,,,,,,,,,,,,"[FFD700]M60 250發焊接三盒彈匣[-] 原理圖"
"schematicsmagAUGextended42","[004CFF]AUG 42-Round Magazine[-] Schematic",,,,,,,,,,,,,"[004CFF]AUG 42發彈匣[-] 原理圖"
"schematicsmagAUGdrum60","[BB00FF]AUG 60-Round Drum Magazine[-] Schematic",,,,,,,,,,,,,"[BB00FF]AUG 60發彈鼓[-] 原理圖"
"schematicsmagstanagstd30","[09FF00]STANAG 30-Round Magazine[-] Schematic",,,,,,,,,,,,,"[09FF00]STANAG 30發彈匣[-] 原理圖"
"schematicsmagstanag556x45pmag40","[004CFF]STANAG 40-Round Magazine[-] Schematic",,,,,,,,,,,,,"[004CFF]STANAG 40發彈匣[-] 原理圖"
"schematicsmagstanag556x45pmagd60","[BB00FF]STANAG D-60 Drum Magazine[-] Schematic",,,,,,,,,,,,,"[BB00FF]STANAG D-60彈鼓[-] 原理圖"
"schematicsmagstanag556x45sf60","[BB00FF]STANAG SureFire 60-Round Magazine[-] Schematic",,,,,,,,,,,,,"[BB00FF]STANAG SureFire 60發彈匣[-] 原理圖"
"schematicsmagstanag556x45sf100","[FFD700]STANAG SureFire 100-Round Magazine[-] Schematic",,,,,,,,,,,,,"[FFD700]STANAG SureFire 100發彈匣[-] 原理圖"
"schematicsmag556AKmolot45","[004CFF]AK 5.56 Molot Arms 45-Round Magazine[-] Schematic",,,,,,,,,,,,,"[004CFF]AK 5.56 Molot Arms 45發彈匣[-] 原理圖"
"schematicsmag762x54RPKBox200","[FFD700]PKP 200-Round Box Magazine[-] Schematic",,,,,,,,,,,,,"[FFD700]PKP 200發盒式彈匣[-] 原理圖"
"schematicsmagSVDstd20","[004CFF]SVDS 20-Round Magazine[-] Schematic",,,,,,,,,,,,,"[004CFF]SVDS 20發彈匣[-] 原理圖"
"schematicsmagSVDmakeshiftdrum50","[BB00FF]SVDS 50-Round Magazine[-] Schematic",,,,,,,,,,,,,"[BB00FF]SVDS 50發彈匣[-] 原理圖"
"schematicsmagvssval30","[004CFF]AS VAL 30-Round Magazine[-] Schematic",,,,,,,,,,,,,"[004CFF]AS VAL 30發彈匣[-] 原理圖"
"schematicsmagvssval45","[BB00FF]AS VAL 45-Round Magazine[-] Schematic",,,,,,,,,,,,,"[BB00FF]AS VAL 45發彈匣[-] 原理圖"
"schematicsmagAsh12extended40","[BB00FF]ASh-12 40-Round Magazine[-] Schematic",,,,,,,,,,,,,"[BB00FF]ASh-12 40發彈匣[-] 原理圖"
"schematicsmagAsh12extended60","[FFD700]ASh-12 60-Round Magazine[-] Schematic",,,,,,,,,,,,,"[FFD700]ASh-12 60發彈匣[-] 原理圖"
"schematicsmag338SwordMK18Pmag20","[FFD700]Sword Mk-18 20-Round Magazine[-] Schematic",,,,,,,,,,,,,"[FFD700]Sword Mk-18 20發彈匣[-] 原理圖"
"schematicsmag_870_remington_magazine_extension_12g_10","[09FF00]M870 11-Shell Magazine[-] Schematic",,,,,,,,,,,,,"[09FF00]M870 11發彈匣[-]原理圖"
"schematicsmag_m3_benelli_std_12g_7","[004CFF]M3 Benelli 7-Shell Magazine[-] Schematic",,,,,,,,,,,,,"[004CFF]M3 貝納利 7 發彈匣[-] 原理圖"
"schematicsmag_m3_tonisystem_magazine_extension_12g_13","[004CFF]M3 Benelli 13-Shell Magazine[-] Schematic",,,,,,,,,,,,,"[004CFF]M3 貝納利 13 發彈匣[-] 原理圖"
"schematicsmag_mr153_izhmeh_12g_8","[004CFF]MP-153 9-Shell Magazine[-] Schematic",,,,,,,,,,,,,"[004CFF]MP-153 9 發彈匣[-] 原理圖"
"schematicsmag_saiga12_maxrounds_powermag_20_12x76_20","[BB00FF]Saiga-12K 20-Shell Drum Magazine[-] Schematic",,,,,,,,,,,,,"[BB00FF]Saiga-12K 20 發彈鼓[-] 原理圖"
"schematicsmag_aa12_mps_aa12_drum_mag_12g_20","[BB00FF]AA-12 20-Shell Drum Magazine[-] Schematic",,,,,,,,,,,,,"[BB00FF]AA-12 20 發彈鼓[-] 原理圖"
